usage_start,product_code,usage_type,resource_id,tier,nodepool,unblended_cost_usd
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/ebs-csi-node-fn965/8d5c02a4-486c-4f19-a0a6-e0aadf9bb07e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-774zj/c384715e-f719-469f-9c21-3c5a1862ce18,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-774zj/c384715e-f719-469f-9c21-3c5a1862ce18,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-54kvn/e84dc20c-8739-447d-84ad-b51adffdd7fb,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-54kvn/e84dc20c-8739-447d-84ad-b51adffdd7fb,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-5xbfc/c505ff8e-373f-440f-b701-3314516fa529,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-5xbfc/c505ff8e-373f-440f-b701-3314516fa529,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-65qt9/e6e03876-351f-48c4-87bb-acccbe33d24e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-65qt9/e6e03876-351f-48c4-87bb-acccbe33d24e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-6v4vf/57c18a8d-c188-4b06-9432-a61639475f87,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-6v4vf/57c18a8d-c188-4b06-9432-a61639475f87,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-gjrdt/3c818af9-0878-4bc1-956e-6ade25edb659,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-gjrdt/3c818af9-0878-4bc1-956e-6ade25edb659,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-hn4b4/becc6a8c-b91c-4603-9533-49a1b0a80055,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-hn4b4/becc6a8c-b91c-4603-9533-49a1b0a80055,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-rpmjm/40b0feff-5c7c-4313-bbff-a20d85c74d50,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-rpmjm/40b0feff-5c7c-4313-bbff-a20d85c74d50,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-t4pfh/08a84d18-21b5-4cc5-9ba9-a410cc0e183e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-t4pfh/08a84d18-21b5-4cc5-9ba9-a410cc0e183e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-2l4mc/e2edcdbd-1e43-4027-a648-03d841f5b0a0,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-2l4mc/e2edcdbd-1e43-4027-a648-03d841f5b0a0,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-5tv6f/5c690c4a-e032-4460-b1bf-9ad8359bbdb8,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-5tv6f/5c690c4a-e032-4460-b1bf-9ad8359bbdb8,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-9fcl8/9107b518-51f7-4ff8-9209-98c5404607fe,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-9fcl8/9107b518-51f7-4ff8-9209-98c5404607fe,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-hjhn2/d45b7bc8-57ad-4ce8-90b2-0b33214c35bf,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-hjhn2/d45b7bc8-57ad-4ce8-90b2-0b33214c35bf,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-pl2sl/7a1c81e6-3085-48b4-bd93-2e5015d69c5d,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-pl2sl/7a1c81e6-3085-48b4-bd93-2e5015d69c5d,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-tpk68/c2a34718-eb4d-446a-bce7-9222be4ab4dc,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-tpk68/c2a34718-eb4d-446a-bce7-9222be4ab4dc,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-wbcnh/030df5b0-e470-4960-9568-3985017a1311,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-wbcnh/030df5b0-e470-4960-9568-3985017a1311,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-wrbbm/bfc8183b-4a1d-4572-8f59-014e38fdd220,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-wrbbm/bfc8183b-4a1d-4572-8f59-014e38fdd220,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-29xgr/4e57be51-d8c4-4a08-b570-36ff2865ab15,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-29xgr/4e57be51-d8c4-4a08-b570-36ff2865ab15,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-95hjq/bba87bfd-2656-4006-8b68-e4a348774eb5,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-95hjq/bba87bfd-2656-4006-8b68-e4a348774eb5,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-lc9dq/39de5695-a3e4-4780-9417-35cd85f10b14,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-lc9dq/39de5695-a3e4-4780-9417-35cd85f10b14,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-rzmh8/ce324450-a7da-47a8-9b80-1e1f1811847e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-rzmh8/ce324450-a7da-47a8-9b80-1e1f1811847e,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-x8g65/4204814f-41cd-47db-b31c-9b139c056f83,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-x8g65/4204814f-41cd-47db-b31c-9b139c056f83,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-gkr8n/f5ae91ab-640b-4151-9dec-2feeb25fb937,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-gkr8n/f5ae91ab-640b-4151-9dec-2feeb25fb937,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-jgzn8/85a1996c-8cd9-48b7-852a-a2385ddfedc6,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-jgzn8/85a1996c-8cd9-48b7-852a-a2385ddfedc6,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-28vd4/21d5ffbf-6fc5-413b-803f-fddcff85f9de,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-28vd4/21d5ffbf-6fc5-413b-803f-fddcff85f9de,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-66m97/0cac060b-5265-4ea7-bd63-af57c50eeb93,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-66m97/0cac060b-5265-4ea7-bd63-af57c50eeb93,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-7bxr7/9e0cf455-c3ce-4b4a-989c-5fb944d5b861,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-7bxr7/9e0cf455-c3ce-4b4a-989c-5fb944d5b861,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-bfzq2/3451e04d-22dc-4504-9580-dcbf844db8e2,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-bfzq2/3451e04d-22dc-4504-9580-dcbf844db8e2,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-nm6ml/5789e8cf-dd07-4cc3-a4a5-002df76da0c4,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-nm6ml/5789e8cf-dd07-4cc3-a4a5-002df76da0c4,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-sx7xx/f49842ef-0941-497f-b55d-421e45cedaf3,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-sx7xx/f49842ef-0941-497f-b55d-421e45cedaf3,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-t4p57/d016eab1-9e1c-4f5c-ad09-68c3a124354b,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-t4p57/d016eab1-9e1c-4f5c-ad09-68c3a124354b,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-xgtf9/3561461f-4bf6-43b9-b64c-cd932484d611,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-xgtf9/3561461f-4bf6-43b9-b64c-cd932484d611,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-4w9bp/46095212-cff2-4642-a6f0-7f198f7be980,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-4w9bp/46095212-cff2-4642-a6f0-7f198f7be980,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-s9vj9/f39f11a2-49a1-464d-94d9-aa87cd22f8b5,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-s9vj9/f39f11a2-49a1-464d-94d9-aa87cd22f8b5,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-2hgjl/f34e2381-123d-47dd-8982-4a3f266cf899,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-2hgjl/f34e2381-123d-47dd-8982-4a3f266cf899,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-4r2mm/d5540968-7ca6-44be-b47c-0f3e7caa4e9a,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-4r2mm/d5540968-7ca6-44be-b47c-0f3e7caa4e9a,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-dtdnk/4688b962-32c2-4690-bc6f-b6e0fd256995,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-dtdnk/4688b962-32c2-4690-bc6f-b6e0fd256995,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-mlh75/00fdf3a7-d304-4e4b-8e4d-4f42d6516a23,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-mlh75/00fdf3a7-d304-4e4b-8e4d-4f42d6516a23,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-psv5k/cdaad1d4-6af4-4b0c-9ca0-333cee00ec8c,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-psv5k/cdaad1d4-6af4-4b0c-9ca0-333cee00ec8c,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-tqg5m/dd89e7cc-c890-4ed0-aaaa-de19e3081bae,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-tqg5m/dd89e7cc-c890-4ed0-aaaa-de19e3081bae,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-vhxq7/18c6c687-00fc-4126-90a9-52ed119ad570,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-vhxq7/18c6c687-00fc-4126-90a9-52ed119ad570,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-x49rb/9399ad8f-5f3c-4a0a-9cf9-20dbf9b0c274,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-x49rb/9399ad8f-5f3c-4a0a-9cf9-20dbf9b0c274,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-9fs9d/b8b3bb27-392e-4ebb-affd-09c80badb2bb,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/kube-system/eks-pod-identity-agent-9fs9d/b8b3bb27-392e-4ebb-affd-09c80badb2bb,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-96x4s/c00e408c-14fc-470b-a0f5-7fe598afa788,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-96x4s/c00e408c-14fc-470b-a0f5-7fe598afa788,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-bzc7r/48189327-aac1-457a-aa2c-149aeccf072a,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-bzc7r/48189327-aac1-457a-aa2c-149aeccf072a,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-d6fmj/1968da10-5eee-43a7-9994-87d624938bce,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-d6fmj/1968da10-5eee-43a7-9994-87d624938bce,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-gmfm4/cd0c0345-d266-41e2-92ce-c46edfc80b55,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-gmfm4/cd0c0345-d266-41e2-92ce-c46edfc80b55,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-jmt7b/314608b5-bbce-4c6b-9596-935848d90804,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-jmt7b/314608b5-bbce-4c6b-9596-935848d90804,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-k8qk5/ad825b05-fe94-4dbd-90b3-d7e723380e9b,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-k8qk5/ad825b05-fe94-4dbd-90b3-d7e723380e9b,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-lffjb/934b0a24-3645-4ee0-8faf-a6fbd649a279,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-lffjb/934b0a24-3645-4ee0-8faf-a6fbd649a279,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-lnc89/1a302169-9b9c-4148-a74e-13bc996edfb8,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-lnc89/1a302169-9b9c-4148-a74e-13bc996edfb8,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-GB-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-tk9fj/3da944ca-b4a8-4804-a76f-a6c090450450,,,0.0
2026-09-04T13:00:00Z,AmazonEKS,EUC1-EKS-EC2-vCPU-Hours,arn:aws:eks:eu-central-1:790348267926:pod/simple-rag-cluster/monitoring/monitoring-promtail-tk9fj/3da944ca-b4a8-4804-a76f-a6c090450450,,,0.0
